Id,Label,Popularity
Daniel Fanego,Daniel Fanego,3.482
Laura Linney,Laura Linney,23.856
Jonathan Pryce,Jonathan Pryce,39.938
Megan Montaner,Megan Montaner,16.156
Georgina Amorós,Georgina Amorós,6.876
Jaroslaw Bielski,Jaroslaw Bielski,0.782
Carme Elias,Carme Elias,5.514
Iván Morales,Iván Morales,1.566
Seann William Scott,Seann William Scott,29.502
Luis Alberto García,Luis Alberto García,1.087
Ana de Armas,Ana de Armas,159.991
Lawrence Gilliard Jr.,Lawrence Gilliard Jr.,11.683
Rainer Reiners,Rainer Reiners,4.418
Allen Leech,Allen Leech,6.317
Javier Botet,Javier Botet,16.498
Paula Soldevila,Paula Soldevila,6.229
Natalia Tena,Natalia Tena,15.076
Pedro Andreu,Pedro Andreu,1.38
Sílvia Bel,Sílvia Bel,1.371
Jaime Ordoñez,Jaime Ordoñez,3.313
Matt Craven,Matt Craven,28.902
Jeremy Irvine,Jeremy Irvine,15.391
Pepa López,Pepa López,0.724
Susana Dans,Susana Dans,1.052
Henry Méndez,Henry Méndez,0.6
Victor Valdes,Victor Valdes,0.6
Laura Haddock,Laura Haddock,31.576
Carlos Villarino,Carlos Villarino,0.84
Manuel Lourenzo,Manuel Lourenzo,2.192
Ali El Aziz,Ali El Aziz,0.6
Xabier Deive,Xabier Deive,1.4
Iván Pellicer,Iván Pellicer,7.003
Álvaro Rico,Álvaro Rico,8.075
Olivia Molinaro Eijo,Olivia Molinaro Eijo,0.6
Gonzalo de Castro,Gonzalo de Castro,3.363
Anna Maria Barbany,Anna Maria Barbany,0.6
Pau Gasol,Pau Gasol,8.35
Abril Zamora,Abril Zamora,3.898
David Belle,David Belle,14.404
Alfred Molina,Alfred Molina,23.549
Fele Martínez,Fele Martínez,5.795
Cayetana Guillén Cuervo,Cayetana Guillén Cuervo,3.536
Àngels Bassas,Àngels Bassas,1.7
Cecilia Freire,Cecilia Freire,4.718
Carmen Santamaría,Carmen Santamaría,1.4
Sanin Milavic,Sanin Milavic,0.6
Júlia Creus,Júlia Creus,1.746
Manuela Velasco,Manuela Velasco,9.535
Tomás del Estal,Tomás del Estal,2.22
Enrique Bunbury,Enrique Bunbury,1.438
Dorothy Carroll,Dorothy Carroll,1.016
Terele Pávez,Terele Pávez,2.843
Juan Carlos Messier,Juan Carlos Messier,1.546
Katherine Kelly,Katherine Kelly,37.189
Salvador Zerboni,Salvador Zerboni,1.758
Nicolas Cage,Nicolas Cage,98.698
Andoni Gracia,Andoni Gracia,3.223
Carlos Alcántara,Carlos Alcántara,1.943
Quim Gutiérrez,Quim Gutiérrez,8.14
Marisol Aznar,Marisol Aznar,0.98
Oona Chaplin,Oona Chaplin,24.004
Miranda Gas,Miranda Gas,1.216
José de la Torre,José de la Torre,1.275
Isak Férriz,Isak Férriz,5.076
Alicia Fernández,Alicia Fernández,0.84
Eli Iranzo,Eli Iranzo,3.872
Carolina Noriega,Carolina Noriega,2.503
Andrés Herrera,Andrés Herrera,2.624
Anna Gras,Anna Gras,2.3
Michael O'Sullivan,Michael O'Sullivan,0.6
María Alfonsa Rosso,María Alfonsa Rosso,2.399
Gouchy Boy,Gouchy Boy,3.23
José Manuel Poga,José Manuel Poga,15.19
Lorena Iglesias,Lorena Iglesias,0.996
Marcelo Alonso,Marcelo Alonso,2.514
Pablo Cedrón,Pablo Cedrón,0.845
Martín Reyes,Martín Reyes,0.6
Imanol Arias,Imanol Arias,5.697
Odiseo Bichir,Odiseo Bichir,4.29
David Venancio Muro,David Venancio Muro,1.259
Dady Brieva,Dady Brieva,3.175
Yaima Ramos,Yaima Ramos,0.627
Paco Manzanedo,Paco Manzanedo,3.324
Irene Montalà,Irene Montalà,12.096
Berto Romero,Berto Romero,6.013
Agyness Deyn,Agyness Deyn,11.398
Younes Bachir,Younes Bachir,1.593
Susi Sánchez,Susi Sánchez,4.541
Paco León,Paco León,12.612
Pau Durà,Pau Durà,2.333
Sergio Quintana,Sergio Quintana,3.347
Johan Cruyff,Johan Cruyff,3.657
Lucas Blas,Lucas Blas,2.407
Pau Cólera,Pau Cólera,1.449
Pol Monen,Pol Monen,7.805
Danny DeVito,Danny DeVito,30.946
Gary Oldman,Gary Oldman,142.721
Darío Valenzuela,Darío Valenzuela,0.694
Ana Maria Orozco,Ana Maria Orozco,5.75
Alba Ribas,Alba Ribas,9.737
Alexandra Jiménez,Alexandra Jiménez,5.722
Javier Cámara,Javier Cámara,6.28
Daniel Mays,Daniel Mays,11.061
Clare-Hope Ashitey,Clare-Hope Ashitey,10.923
Isabel Naveira,Isabel Naveira,3.902
Elena Irureta,Elena Irureta,4.235
Niko Verona,Niko Verona,0.84
Alice Bocchi,Alice Bocchi,0.6
Lewis Rainer,Lewis Rainer,3.976
Lucía Guerrero,Lucía Guerrero,4.017
María Pedraza,María Pedraza,20.495
Carlo D'Ursi,Carlo D'Ursi,0.6
Raúl Prieto,Raúl Prieto,4.335
Sandra Escacena,Sandra Escacena,4.688
Dèlia Brufau,Dèlia Brufau,2.082
Benjamin Siksou,Benjamin Siksou,7.675
Álex García,Álex García,5.002
Diana Gómez,Diana Gómez,9.621
Roque Ruíz,Roque Ruíz,1.4
Paco Rueda,Paco Rueda,4.063
Miguel Noguera,Miguel Noguera,1.614
Carolyn Lawrence,Carolyn Lawrence,10.776
Megan Cavanagh,Megan Cavanagh,19.577
Juan Calot,Juan Calot,2.992
Toby Kebbell,Toby Kebbell,19.909
Taylor Schilling,Taylor Schilling,20.667
Igor Szpakowski,Igor Szpakowski,6.908
Pau Poch,Pau Poch,4.257
Manuel Cortés,Manuel Cortés,0.6
Joaquín Galletero,Joaquín Galletero,1.094
Melanie Griffith,Melanie Griffith,53.594
Emily Blunt,Emily Blunt,110.376
Javier Bardem,Javier Bardem,24.362
Penelope Mitchell,Penelope Mitchell,9.628
María Soldi,María Soldi,1.87
María Esteve,María Esteve,1.688
John Carroll Lynch,John Carroll Lynch,11.062
Ella Jazz,Ella Jazz,1.185
Verónica Sánchez,Verónica Sánchez,9.824
Lisi Linder,Lisi Linder,1.324
Raúl Fernández,Raúl Fernández,0.6
Claudia Placer,Claudia Placer,1.473
Marta Larralde,Marta Larralde,6.794
Benn Northover,Benn Northover,5.489
Alex Marty,Alex Marty,0.926
Léa Seydoux,Léa Seydoux,34.238
Jason Isaacs,Jason Isaacs,21.546
Clara Lago,Clara Lago,17.715
Alba Galocha,Alba Galocha,2.897
Said Faraj,Said Faraj,4.494
Angela Griffin,Angela Griffin,34.211
Garazi Urkola,Garazi Urkola,0.6
Rie Miyazawa,Rie Miyazawa,19.851
Miriam Giovanelli,Miriam Giovanelli,6.838
Mariona Pagès,Mariona Pagès,3.783
Isabella Rossellini,Isabella Rossellini,29.428
Nacho López,Nacho López,0.6
Héctor Illanes,Héctor Illanes,0.62
Andrea Martin,Andrea Martin,18.104
Dairon Tallon,Dairon Tallon,1.562
Dani Rovira,Dani Rovira,4.929
Ariana Grande,Ariana Grande,32.028
Edgar Costas,Edgar Costas,0.6
Patricia López Arnaiz,Patricia López Arnaiz,4.269
Luisa Merelas,Luisa Merelas,2.556
César Mateo,César Mateo,3.938
César Cambeiro,César Cambeiro,0.633
Angel Alkain,Angel Alkain,0.605
Nao Albet,Nao Albet,1.588
Lidia Nené,Lidia Nené,0.719
Alfonso Sánchez,Alfonso Sánchez,1.436
Ingrid García Jonsson,Ingrid García Jonsson,9.173
Macarena García,Macarena García,3.712
Andrew Lua,Andrew Lua,1.548
Alejandra Flechner,Alejandra Flechner,7.469
Vicente Vergara,Vicente Vergara,4.441
Eduardo Gómez,Eduardo Gómez,3.135
Miki Esparbé,Miki Esparbé,3.343
Alex Gonzalez,Alex Gonzalez,10.558
Amaia Salamanca,Amaia Salamanca,14.584
Jordi Martínez,Jordi Martínez,2.215
Christian Escribà,Christian Escribà,1.932
Luis Larrodera,Luis Larrodera,1.483
Carlos Bardem,Carlos Bardem,6.542
Pablo Béjar,Pablo Béjar,0.608
Pepón Nieto,Pepón Nieto,2.908
Ivan Massagué,Ivan Massagué,8.75
Diego Martín,Diego Martín,5.754
Gustavo Garzón,Gustavo Garzón,2.744
Adeline Flaun,Adeline Flaun,0.698
Bernabé Fernández,Bernabé Fernández,2.878
Luis Callejo,Luis Callejo,18.287
Jorge Bolani,Jorge Bolani,3.753
Marcos Franz,Marcos Franz,1.641
Raphael,Raphael,6.636
Farah Hamed,Farah Hamed,2.709
Nicholas Pinnock,Nicholas Pinnock,4.744
Mariola Fuentes,Mariola Fuentes,1.755
Robert Maillet,Robert Maillet,15.027
Per-Olav Sorensen,Per-Olav Sorensen,3.15
Nick Devlin,Nick Devlin,1.646
Sam Worthington,Sam Worthington,41.329
Aleksandar Seksan,Aleksandar Seksan,4.445
Bruno Todeschini,Bruno Todeschini,9.236
Valeria Alonso,Valeria Alonso,1.438
Zayidiyya Dissou,Zayidiyya Dissou,0.5
Jeffrey Garcia,Jeffrey Garcia,9.439
Santiago Korovsky,Santiago Korovsky,1.958
Mireia Aixalà,Mireia Aixalà,1.091
Alejandro Castiglioni,Alejandro Castiglioni,0.6
Isak Ferriz,Isak Ferriz,5.076
María Guinea,María Guinea,2.281
Jake Abel,Jake Abel,15.042
Fabio Capello,Fabio Capello,0.665
Ricardo Darín,Ricardo Darín,10.971
Carmina Barrios,Carmina Barrios,4.277
Marc Martínez,Marc Martínez,2.021
María Morales,María Morales,2.505
Jorge Andreu,Jorge Andreu,2.119
Albert Mora,Albert Mora,1.38
Eva Llorach,Eva Llorach,7.711
Olivia Baglivi,Olivia Baglivi,4.221
Iria Castellano,Iria Castellano,0.6
Fredric Lehne,Fredric Lehne,11.635
Irene Escolar,Irene Escolar,9.89
Javier Gutiérrez,Javier Gutiérrez,5.323
Ridder van Kooten,Ridder van Kooten,0.6
Óscar Casas,Óscar Casas,6.987
Aixa Villagrán,Aixa Villagrán,3.584
María José Sarrate,María José Sarrate,1.34
Estefanía de los Santos,Estefanía de los Santos,1.4
Brontis Jodorowsky,Brontis Jodorowsky,5.407
Hugo Silva,Hugo Silva,10.889
Andrés Iniesta,Andrés Iniesta,1.817
J.K. Simmons,J.K. Simmons,46.495
Jessica De Gouw,Jessica De Gouw,21.949
Berta Vázquez,Berta Vázquez,15.283
Borja Luna,Borja Luna,5.016
Esti Quesada,Esti Quesada,1.96
Andoni Agirregomezkorta,Andoni Agirregomezkorta,1.81
Gilbert Gottfried,Gilbert Gottfried,45.742
Marcel Borràs,Marcel Borràs,5.659
Ezequiel Cipols,Ezequiel Cipols,0.6
César Bordón,César Bordón,2.604
Rubén Ochandiano,Rubén Ochandiano,5.829
Marc Clotet,Marc Clotet,4.918
David Attenborough,David Attenborough,25.701
Begoña Vargas,Begoña Vargas,10.218
Mikel Losada,Mikel Losada,2.359
Jaime Blanch,Jaime Blanch,3.621
Dion Córdoba,Dion Córdoba,0.5
Aitor Urtzelai,Aitor Urtzelai,0.5
Andrés Pazos,Andrés Pazos,0.753
Emilio Palacios,Emilio Palacios,1.657
Silvia Pérez Cruz,Silvia Pérez Cruz,1.38
Gorka Aguinagalde,Gorka Aguinagalde,1.483
Lola Cordón,Lola Cordón,1.484
Roberto Leal,Roberto Leal,3.412
Laura Baena,Laura Baena,3.285
Antonio Birabent,Antonio Birabent,1.286
Font García,Font García,1.63
Isabella Laughland,Isabella Laughland,9.199
Kaitlyn Bernard,Kaitlyn Bernard,6.233
Lucía Álvarez,Lucía Álvarez,0.6
Matthew Morrison,Matthew Morrison,29.581
Eiza González,Eiza González,26.713
Mafalda Carbonell,Mafalda Carbonell,3.297
Tenoch Huerta,Tenoch Huerta,7.697
Raúl Medina,Raúl Medina,0.6
Catherine Salée,Catherine Salée,1.677
Albert Baró,Albert Baró,2.845
Luisa Vides,Luisa Vides,1.631
Sean Maher,Sean Maher,6.423
Dan Patrick,Dan Patrick,12.151
Alberto Velasco,Alberto Velasco,2.133
Daniel Grao,Daniel Grao,2.491
Ella Galt,Ella Galt,0.6
Lupe Cartié Roda,Lupe Cartié Roda,0.829
Bruno Bergonzini,Bruno Bergonzini,0.65
Joaquín Furriel,Joaquín Furriel,7.676
Gabino Rodríguez,Gabino Rodríguez,2.978
Nikola Stojanovic,Nikola Stojanovic,2.744
Mikel Iglesias,Mikel Iglesias,3.171
David Vert,David Vert,4.955
Francesco Carril,Francesco Carril,2.81
Edgar Ramírez,Edgar Ramírez,20.981
Blanca Portillo,Blanca Portillo,7.838
Jorge Asín,Jorge Asín,1.508
Silvia Alonso,Silvia Alonso,6.622
Alain Hernández,Alain Hernández,6.266
Miguel de Miguel,Miguel de Miguel,2.068
Zoe Graham,Zoe Graham,5.141
Cayetana Cabezas,Cayetana Cabezas,1.788
Carlos Enrique Almirante,Carlos Enrique Almirante,1.4
José Juan Vaquero,José Juan Vaquero,0.5
Sara Casasnovas,Sara Casasnovas,2.649
Martin McCann,Martin McCann,5.618
Rashida Jones,Rashida Jones,23.48
Mar del Hoyo,Mar del Hoyo,3.41
Pablo Derqui,Pablo Derqui,4.031
Antonio Reyes,Antonio Reyes,0.6
Beatriz Medina,Beatriz Medina,0.6
Lydia Hearst,Lydia Hearst,11.131
Alejandro Goic,Alejandro Goic,3.158
Mercedes Sampietro,Mercedes Sampietro,7.382
Ignacio Mateos,Ignacio Mateos,5.835
Guiomar Puerta,Guiomar Puerta,7.467
Jaime Lorente,Jaime Lorente,17.07
Yasmina Drissi Sales,Yasmina Drissi Sales,0.5
Manolo Cardona,Manolo Cardona,23.093
Santiago Segura,Santiago Segura,9.538
Humberto Zurita,Humberto Zurita,3.277
Tim McInnerny,Tim McInnerny,14.643
Alex Norton,Alex Norton,7.716
María León,María León,5.229
David Solans,David Solans,5.282
Kelly Lua,Kelly Lua,1.166
Boris Ruiz,Boris Ruiz,2.854
Victòria Pagès,Victòria Pagès,1.565
Lewis MacDougall,Lewis MacDougall,4.847
Hernán Mendoza,Hernán Mendoza,3.651
John Sharian,John Sharian,11.517
Jordi Cruyff,Jordi Cruyff,0.6
Gabriel Mann,Gabriel Mann,11.007
Aitor Luna,Aitor Luna,3.748
Luis Rosales,Luis Rosales,0.6
Concha Galán,Concha Galán,1.96
Federico D'Elía,Federico D'Elía,1.972
Marta Belmonte,Marta Belmonte,4.718
Aaron Merke,Aaron Merke,1.03
Hayley Atwell,Hayley Atwell,62.356
David Seijo,David Seijo,0.6
Paz Vega,Paz Vega,38.212
Laia Costa,Laia Costa,16.952
Andrea Duro,Andrea Duro,7.072
Adriana Torrebejano,Adriana Torrebejano,4.346
Christian Tappán,Christian Tappán,3.45
Natalia Millan,Natalia Millan,6.453
Pilar Gómez,Pilar Gómez,1.295
Josep Maria Riera,Josep Maria Riera,2.642
Alfonso Agra,Alfonso Agra,2.744
Maite Sandoval,Maite Sandoval,1.351
Claude Musungayi,Claude Musungayi,0.6
Javier Godino,Javier Godino,7.299
María Zamora,María Zamora,1.313
Antonio Velázquez,Antonio Velázquez,4.306
Claire Forlani,Claire Forlani,34.742
Emilio Gutiérrez Caba,Emilio Gutiérrez Caba,4.829
Miguel Bernardeau,Miguel Bernardeau,17.875
Will Sasso,Will Sasso,21.002
Fernando Esteso,Fernando Esteso,3.064
Enric Auquer,Enric Auquer,6.368
Óscar Hernández,Óscar Hernández,0.6
Jesús Carroza,Jesús Carroza,5.85
João Lagarto,João Lagarto,3.007
Luka Peros,Luka Peros,15.245
Àgata Roca,Àgata Roca,3.454
Daniel Chamorro,Daniel Chamorro,2.09
Karra Elejalde,Karra Elejalde,9.142
Kevin Spacey,Kevin Spacey,28.221
Pastora Vega,Pastora Vega,2.382
La Terremoto de Alcorcón,La Terremoto de Alcorcón,2.169
Carlos Santos,Carlos Santos,3.804
Christa Campbell,Christa Campbell,7.686
Raúl Arévalo,Raúl Arévalo,5.282
Pablo Hoyos,Pablo Hoyos,1.532
Ramón Langa,Ramón Langa,2.817
Lucía Jiménez,Lucía Jiménez,3.485
John Leguizamo,John Leguizamo,36.72
Pepa Charro,Pepa Charro,0.6
Vito Sanz,Vito Sanz,1.441
Philippe Rebbot,Philippe Rebbot,10.211
Julián Villagrán,Julián Villagrán,5.464
Goyo Jiménez,Goyo Jiménez,2.898
Nathalie Seseña,Nathalie Seseña,2.63
Marta Brucart,Marta Brucart,0.5
Marc Domènech,Marc Domènech,0.6
Ben Moor,Ben Moor,9.457
Enric Benavent,Enric Benavent,1.084
Alicia Sánchez,Alicia Sánchez,2.635
Nadia de Santiago,Nadia de Santiago,4.713
Jimmy Shaw,Jimmy Shaw,3.513
Luz Valdenebro,Luz Valdenebro,5.025
Victoria Abril,Victoria Abril,21.949
Goize Blanco,Goize Blanco,2.059
Alejandro Vera,Alejandro Vera,0.84
Talia Pura,Talia Pura,0.972
Pedro Mari Sánchez,Pedro Mari Sánchez,1.284
Alberto Jiménez,Alberto Jiménez,4.361
Titus Welliver,Titus Welliver,52.252
Stephanie Gil,Stephanie Gil,4.254
Justin Long,Justin Long,36.27
Nya de la Rubia,Nya de la Rubia,0.84
Lander Otaola,Lander Otaola,1.388
Aleksandar Jovanovic,Aleksandar Jovanovic,10.957
Fermí Reixach,Fermí Reixach,4.837
Javi Coll,Javi Coll,1.862
Alfonso Bassave,Alfonso Bassave,8.01
Anna Ycobalzeta,Anna Ycobalzeta,1.414
Charles MacGechan,Charles MacGechan,0.5
Luis Brandoni,Luis Brandoni,10.495
Yelena Molina,Yelena Molina,0.6
Mónica Duprat,Mónica Duprat,0.652
Nuria Mencía,Nuria Mencía,1.38
Carlos Cuevas,Carlos Cuevas,12.145
Sergio Peris-Mencheta,Sergio Peris-Mencheta,12.212
Bruna Cusí,Bruna Cusí,4.941
Carlos Areces,Carlos Areces,6.834
Andrea Ros,Andrea Ros,8.365
Antonio Dechent,Antonio Dechent,3.822
Benjamín Vicuña,Benjamín Vicuña,4.779
Ferran Rañé,Ferran Rañé,2.502
Juanjo Artero,Juanjo Artero,3.217
Cecilia Gómez,Cecilia Gómez,0.6
Diego Muñoz,Diego Muñoz,2.4
Matthew Romero,Matthew Romero,0.6
Juan Dos Santos,Juan Dos Santos,0.6
Eduardo Blanco,Eduardo Blanco,2.339
Marc Balaguer,Marc Balaguer,1.852
Luis Tosar,Luis Tosar,11.602
Sergio Hernández,Sergio Hernández,7.452
Esther Acebo,Esther Acebo,11.513
Arlette Torres,Arlette Torres,3.436
Christian Mulas,Christian Mulas,1.443
Elvira Mínguez,Elvira Mínguez,6.321
José Luis García Pérez,José Luis García Pérez,2.978
Arón Piper,Arón Piper,13.873
Alex Wagner,Alex Wagner,5.089
Nacho Coronado,Nacho Coronado,1.614
Álex González,Álex González,10.558
Macarena Gómez,Macarena Gómez,10.748
Eduardo Recabarren,Eduardo Recabarren,0.6
Antonia Zegers,Antonia Zegers,6.021
Dylan McDermott,Dylan McDermott,23.419
Liz Lobato,Liz Lobato,2.268
Biel Montoro,Biel Montoro,2.954
Natalia Mateo,Natalia Mateo,1.38
Catalina Denis,Catalina Denis,10.406
Sara Sanz,Sara Sanz,3.089
Ana María Ayala,Ana María Ayala,0.6
Tina Sáinz,Tina Sáinz,2.328
Jomjaoi Sae-Limh,Jomjaoi Sae-Limh,0.996
Leo Messi,Leo Messi,7.043
Jorge Blanco,Jorge Blanco,6.49
Chino Darín,Chino Darín,7.494
Tomás Pozzi,Tomás Pozzi,2.187
Colin Morgan,Colin Morgan,22.812
Joaquín Reyes,Joaquín Reyes,3.195
Sofia Carson,Sofia Carson,35.284
Jassa Ahluwalia,Jassa Ahluwalia,3.615
Sheila Campbell,Sheila Campbell,1.216
Paula Pier,Paula Pier,1.819
Noah Jupe,Noah Jupe,19.198
Xan Cejudo,Xan Cejudo,1.252
Adelfa Calvo,Adelfa Calvo,6.875
Kate del Castillo,Kate del Castillo,21.852
Pierce Brosnan,Pierce Brosnan,43.595
Nicolás Illoro,Nicolás Illoro,2.913
Julián López,Julián López,5.998
Harlys Becerra,Harlys Becerra,6.01
Joan Cusack,Joan Cusack,22.805
Eric Nguyen,Eric Nguyen,2.335
Adriana Paz,Adriana Paz,9.88
Mel Brooks,Mel Brooks,29.292
Rebeca Montero,Rebeca Montero,0.6
Carlos Hipólito,Carlos Hipólito,3.116
Édgar Vittorino,Édgar Vittorino,3.644
Ricardo Gómez,Ricardo Gómez,3.099
Belén Écija,Belén Écija,2.619
Juan Carlos Vellido,Juan Carlos Vellido,1.22
Melina Matthews,Melina Matthews,6.012
Pablo Rago,Pablo Rago,6.675
Bárbara Goenaga,Bárbara Goenaga,1.958
Alicia Rubio,Alicia Rubio,3.254
Goizalde Núñez,Goizalde Núñez,2.744
Jim Cummings,Jim Cummings,29.787
Paula Malia,Paula Malia,4.349
Laura Quirós,Laura Quirós,2.713
José Troncoso,José Troncoso,2.456
Noah Levin,Noah Levin,0.6
Claudia Traisac,Claudia Traisac,7.865
Pep Ambròs,Pep Ambròs,7.098
Òscar Jarque,Òscar Jarque,0.6
Peter Serafinowicz,Peter Serafinowicz,8.92
Vicenta N'Dongo,Vicenta N'Dongo,1.369
Joseba Usabiaga,Joseba Usabiaga,1.844
Nacho Sánchez,Nacho Sánchez,4.654
Alejandro Calva,Alejandro Calva,2.42
Michelle Jenner,Michelle Jenner,14.478
Milena Soliz,Milena Soliz,1.788
Frank Feys,Frank Feys,8.624
Benjamin Nathan-Serio,Benjamin Nathan-Serio,1.858
Mar Saura,Mar Saura,1.4
Patricia Vico,Patricia Vico,2.911
Adrián Salzedo,Adrián Salzedo,2.019
Kellan Lutz,Kellan Lutz,17.112
Iñigo Azpitarte,Iñigo Azpitarte,0.6
Peter Gadiot,Peter Gadiot,19.929
Youssef Bougarouane,Youssef Bougarouane,0.5
Raquel Salvador,Raquel Salvador,0.6
Ricardo Pereira,Ricardo Pereira,2.113
Leon Rippy,Leon Rippy,10.589
Eva Fernández,Eva Fernández,2.577
Chiqui Fernández,Chiqui Fernández,2.128
Sílvia Abril,Sílvia Abril,6.124
Jacques Perrin,Jacques Perrin,15.35
Marcial Álvarez,Marcial Álvarez,0.792
Alfonso Tort,Alfonso Tort,1.159
Alejandro Paker,Alejandro Paker,0.6
Alfonso Torregrosa,Alfonso Torregrosa,2.485
Salim Kechiouche,Salim Kechiouche,8.043
Muguet Franc,Muguet Franc,0.5
Sylvester Stallone,Sylvester Stallone,79.427
Adrian Ladron,Adrian Ladron,1.999
Sergio Pablos,Sergio Pablos,1.341
Ismael Martínez,Ismael Martínez,4.366
Juan Diego Botto,Juan Diego Botto,10.218
Tom Rhys Harries,Tom Rhys Harries,6.185
Denis Gómez,Denis Gómez,2.268
Nguyen Ngan Ha,Nguyen Ngan Ha,1.094
Luis Jaspe,Luis Jaspe,0.6
Cristóbal Suárez,Cristóbal Suárez,2.783
Alberto San Juan,Alberto San Juan,2.216
Lorea Ibarra,Lorea Ibarra,1.176
Pep Tosar,Pep Tosar,7.778
Maribel del Pino,Maribel del Pino,0.828
Jorge Cabrera,Jorge Cabrera,0.713
Oscar Martínez,Oscar Martínez,4.008
Cecilia Caballero Jeske,Cecilia Caballero Jeske,0.694
Geraldine Chaplin,Geraldine Chaplin,24.603
Sarah Gadon,Sarah Gadon,43.753
"Carlos Librado ""Nene""","Carlos Librado ""Nene""",1.447
Marta Aledo,Marta Aledo,5.773
Marco Cáceres,Marco Cáceres,4.242
Patrícia Bargalló,Patrícia Bargalló,1.4
Daniel Hendler,Daniel Hendler,4.687
Juan Carlos Solarte,Juan Carlos Solarte,0.6
Lali Espósito,Lali Espósito,7.588
Eduardo Noriega,Eduardo Noriega,13.396
Manuel Huedo,Manuel Huedo,2.744
Dermot Arrigan,Dermot Arrigan,0.84
Charlotte Atkinson,Charlotte Atkinson,2.44
Joaquín Rapalini,Joaquín Rapalini,1.433
Adrián Lastra,Adrián Lastra,7.833
Clara Alonso,Clara Alonso,2.46
Carlo Costanzia,Carlo Costanzia,0.704
Fernando Barona,Fernando Barona,0.6
Soledad Villamil,Soledad Villamil,6.383
Jesús Ruyman,Jesús Ruyman,1.691
Leonor Watling,Leonor Watling,8.854
María Salgueiro,María Salgueiro,1.575
David Trejos,David Trejos,1.458
Alejandro Sanz,Alejandro Sanz,3.65
Abdel Aziz El Mountassir,Abdel Aziz El Mountassir,0.6
Charles S. Dutton,Charles S. Dutton,29.213
Isabel Requena,Isabel Requena,1.291
Stephen Fry,Stephen Fry,20.423
Albert Ribalta,Albert Ribalta,2.584
Ramón Esquinas,Ramón Esquinas,1.679
Juan Gea,Juan Gea,2.842
Artur Busquets,Artur Busquets,1.745
Miquel García Borda,Miquel García Borda,3.866
Nuria Herrero,Nuria Herrero,6.401
Elen Rhys,Elen Rhys,9.159
Naomi Watts,Naomi Watts,45.054
Eduardo Rosa,Eduardo Rosa,0.6
Juanjo Almeida,Juanjo Almeida,3.368
Carmela Martins,Carmela Martins,1.473
Mercedes Morán,Mercedes Morán,4.605
Stephanie Cayo,Stephanie Cayo,5.742
Verónica Velásquez,Verónica Velásquez,0.747
Mélanie Laurent,Mélanie Laurent,58.844
Asier Etxeandia,Asier Etxeandia,5.04
Oriol Pla,Oriol Pla,4.998
Godeliv Van den Brandt,Godeliv Van den Brandt,1.135
Julio Bracho,Julio Bracho,4.36
Marcelo D'Andrea,Marcelo D'Andrea,2.827
Antonio Banderas,Antonio Banderas,42.163
Emma Roberts,Emma Roberts,49.523
Eduardo Casanova,Eduardo Casanova,2.855
Franka Potente,Franka Potente,24.068
Sergio Mur,Sergio Mur,5.384
Maribel Verdú,Maribel Verdú,21.841
Matt Damon,Matt Damon,93.667
Iñigo Aranburu,Iñigo Aranburu,0.958
Bernat Quintana,Bernat Quintana,1.335
Javier Beltrán,Javier Beltrán,2.929
Fernando Solórzano,Fernando Solórzano,5.843
Kevin Grevioux,Kevin Grevioux,8.596
Jesús Castro,Jesús Castro,5.894
Uma Bracaglia,Uma Bracaglia,1.62
Stefan Weinert,Stefan Weinert,6.829
Eloi Costa,Eloi Costa,2.92
Gracia Olayo,Gracia Olayo,2.919
Wagner Moura,Wagner Moura,20.57
Khalid Abdalla,Khalid Abdalla,4.617
Chazz Palminteri,Chazz Palminteri,27.841
Daniel Fuster,Daniel Fuster,0.5
Andrea Grano,Andrea Grano,18.124
Jesús Castejón,Jesús Castejón,1.64
Pep Anton Muñoz,Pep Anton Muñoz,3.731
Mariona Terés,Mariona Terés,2.732
Joel Bosqued,Joel Bosqued,3.196
María Mera,María Mera,2.461
Robert Forster,Robert Forster,20.568
Txema Blasco,Txema Blasco,5.259
Olimpia Melinte,Olimpia Melinte,3.058
Fanny Maurin,Fanny Maurin,0.6
Secun de la Rosa,Secun de la Rosa,5.405
Gustavo Salmerón,Gustavo Salmerón,1.953
Asier Etxeandía,Asier Etxeandía,5.04
Arnaud Valois,Arnaud Valois,4.659
Javier Mora,Javier Mora,1.42
Marta Pérez,Marta Pérez,0.619
Jimmy Núñez,Jimmy Núñez,0.6
Ramón Aguirre,Ramón Aguirre,0.6
Magüi Mira,Magüi Mira,1.454
Jimmy Castro,Jimmy Castro,7.96
Freddie Benedict,Freddie Benedict,0.694
Alejandra Onieva,Alejandra Onieva,3.269
Penélope Guerrero,Penélope Guerrero,0.6
Maggie Civantos,Maggie Civantos,10.143
Andrea Carballo,Andrea Carballo,2.201
Verónica Echegui,Verónica Echegui,12.046
David Selvas,David Selvas,7.089
Óscar Ladoire,Óscar Ladoire,3.704
Fernando Guallar,Fernando Guallar,3.266
Lydia Rose Taylor,Lydia Rose Taylor,0.6
Susana Abaitua,Susana Abaitua,8.007
Carolina Yuste,Carolina Yuste,5.15
Doug Jones,Doug Jones,21.26
Ramiro Blas,Ramiro Blas,14.664
Mark Stanley,Mark Stanley,17.658
Hemky Madera,Hemky Madera,23.449
María Costas,María Costas,0.6
Tom Wilkinson,Tom Wilkinson,15.713
