Id,Label,Popularity
Abhishek Banerjee,Abhishek Banerjee,5.319
Anthony Vaathiyaar,Anthony Vaathiyaar,0.6
Muskkaan Jaferi,Muskkaan Jaferi,1.534
Sumeet Nijhawan,Sumeet Nijhawan,0.6
Surveen Chawla,Surveen Chawla,6.071
Rytasha Rathore,Rytasha Rathore,0.6
Dhruv Lohumi,Dhruv Lohumi,0.5
Suman Mukhopadhyay,Suman Mukhopadhyay,3.607
Sikander Kher,Sikander Kher,6.582
Anvil Laloo,Anvil Laloo,0.5
Narendra Jetley,Narendra Jetley,0.84
Sakshi Gulati,Sakshi Gulati,2.72
Perizaad Zorabian,Perizaad Zorabian,3.555
Satti Sembi,Satti Sembi,0.5
Noman Ijaz,Noman Ijaz,3.129
Neha Chauhan,Neha Chauhan,0.5
Alok Nath,Alok Nath,9.805
Mime Gopi,Mime Gopi,4.702
Sonia Giri,Sonia Giri,0.84
Saravajeet Tiwari,Saravajeet Tiwari,0.6
Roopa Divatia,Roopa Divatia,0.5
Pallavi Patil,Pallavi Patil,0.6
Sajal Ali,Sajal Ali,6.94
Jatin Goswami,Jatin Goswami,3.116
Kishor Mahabole,Kishor Mahabole,0.6
Maryam Zakaria,Maryam Zakaria,0.811
Anil George,Anil George,3.701
Moon Moon Sen,Moon Moon Sen,2.198
Munishkanth,Munishkanth,7.574
Sukhmani Sadana,Sukhmani Sadana,1.382
Saurabh Shukla,Saurabh Shukla,16.011
Niraj Sah,Niraj Sah,0.6
Nagma,Nagma,3.802
Omi Vaidya,Omi Vaidya,9.615
Kailash Waghmare,Kailash Waghmare,1.4
Tejas Parvatkar,Tejas Parvatkar,0.5
Anoop Aravindan,Anoop Aravindan,0.6
Sonal Chauhan,Sonal Chauhan,9.277
Arkie Kandola,Arkie Kandola,1.576
Ajay Raj,Ajay Raj,5.447
Vitthal Kale,Vitthal Kale,0.6
Hazel Keech,Hazel Keech,2.729
Rachit Behl,Rachit Behl,0.6
Ashutosh Gaikwad,Ashutosh Gaikwad,0.694
Poonam Dhillon,Poonam Dhillon,7.042
Sumona Chakravarti,Sumona Chakravarti,9.192
Kanan Gill,Kanan Gill,4.917
Daksha Mahendra,Daksha Mahendra,0.5
Indrasish Roy,Indrasish Roy,2.665
Damandeep Singh Baggan,Damandeep Singh Baggan,0.5
Sidhartha Siva,Sidhartha Siva,1.4
Mita Vashisht,Mita Vashisht,5.5
Kamlesh Gill,Kamlesh Gill,3.124
Rukshar Dhillon,Rukshar Dhillon,8.776
Durai Ramesh,Durai Ramesh,0.5
Kalyanee Mulay,Kalyanee Mulay,8.162
Prasanth,Prasanth,0.6
Veena Jamkar,Veena Jamkar,1.71
Pallavi Sharda,Pallavi Sharda,21.36
Suchita Trivedi,Suchita Trivedi,0.656
Sneha Ravishankar,Sneha Ravishankar,0.6
Purav Bhandare,Purav Bhandare,0.98
Michael Dobson,Michael Dobson,8.748
Sacha Baron Cohen,Sacha Baron Cohen,23.191
Dharampal,Dharampal,0.6
William Hurt,William Hurt,16.445
Delhi Ganesh,Delhi Ganesh,4.066
Shilpa Shukla,Shilpa Shukla,4.604
Yoshika Verma,Yoshika Verma,0.6
Ratna Pathak Shah,Ratna Pathak Shah,3.746
Ninad Kamat,Ninad Kamat,0.766
Rakul Preet Singh,Rakul Preet Singh,16.031
Rinkle Chopde,Rinkle Chopde,0.6
Kayoze Irani,Kayoze Irani,0.716
Shubhangi Damle,Shubhangi Damle,0.6
Sunil Kumar,Sunil Kumar,0.6
Binod Pradhan,Binod Pradhan,0.652
Pooja Bhatt,Pooja Bhatt,5.078
Niharika Singh,Niharika Singh,2.625
Lushin Dubey,Lushin Dubey,4.355
Abhishek Rawat,Abhishek Rawat,0.6
Nishesh,Nishesh,1.4
Aakarshan Singh,Aakarshan Singh,0.6
Vaishwath Shankar,Vaishwath Shankar,0.601
Peter Mullan,Peter Mullan,23.528
Karan Razdan,Karan Razdan,1.741
Payal Rajput,Payal Rajput,8.501
Vikrant Singh,Vikrant Singh,0.694
Hemant Dhome,Hemant Dhome,0.6
Aarti Patel,Aarti Patel,0.6
Norma Lobo,Norma Lobo,0.5
Mamtha Mohandas,Mamtha Mohandas,7.686
Sapna Pabbi,Sapna Pabbi,4.277
Samiksha Bhatnagar,Samiksha Bhatnagar,1.388
Saranya Ponvannan,Saranya Ponvannan,11.84
Abhishek Saha,Abhishek Saha,1.382
Sreelekha Mitra,Sreelekha Mitra,2.689
Mayilsamy,Mayilsamy,3.597
Priyaa Lal,Priyaa Lal,5.152
Himani Shivpuri,Himani Shivpuri,9.386
Suraj Venjaramoodu,Suraj Venjaramoodu,8.104
Rakesh Batra,Rakesh Batra,0.6
Agnello Dias,Agnello Dias,0.5
Sanjay Chauhan,Sanjay Chauhan,0.972
Jesse Moss,Jesse Moss,12.183
Reema Debnath,Reema Debnath,1.876
Mala Sinha,Mala Sinha,4.308
Mamta Kulkarni,Mamta Kulkarni,3.746
Lisa Durupt,Lisa Durupt,6.691
Prasad Purandhare,Prasad Purandhare,1.4
R.V. Udhaykumar,R.V. Udhaykumar,0.5
Amit Shah,Amit Shah,10.623
Venkatesh Harinathan,Venkatesh Harinathan,0.63
Hitesh Bhojraj,Hitesh Bhojraj,1.96
Paul Panting,Paul Panting,0.799
Sardar Sohi,Sardar Sohi,1.788
Aneesha Shah,Aneesha Shah,0.84
Amita Khopkar,Amita Khopkar,1.4
Pawan Chopra,Pawan Chopra,3.813
Shantanu Gangane,Shantanu Gangane,0.6
Rahat Kazmi,Rahat Kazmi,1.166
Shaanthala,Shaanthala,0.5
Abeer Abrar,Abeer Abrar,0.5
Abhimanyu Singh,Abhimanyu Singh,10.843
Moksha Kushal,Moksha Kushal,0.6
Aadhi,Aadhi,0.6
Prasenjit Chatterjee,Prasenjit Chatterjee,7.301
Hema Malini,Hema Malini,7.269
Kainaz Motivala,Kainaz Motivala,1.237
Anand Ingle,Anand Ingle,1.092
Kumar Natarajan,Kumar Natarajan,4.939
Malobika Banerjee,Malobika Banerjee,0.6
Kiron Kher,Kiron Kher,13.03
Neha Sharma,Neha Sharma,8.667
Shatrughan Sinha,Shatrughan Sinha,6.49
Kishore Kadam,Kishore Kadam,1.572
Ayaz Khan,Ayaz Khan,1.4
Jhanvi Dwivedi,Jhanvi Dwivedi,0.6
Anand Kumar,Anand Kumar,1.048
Eric Tsang,Eric Tsang,30.009
Virti Vaghani,Virti Vaghani,5.006
Uttara Baokar,Uttara Baokar,2.65
Vidushi Mehra,Vidushi Mehra,0.6
Veera Kapur Ee,Veera Kapur Ee,1.144
Ashwin Shukla,Ashwin Shukla,0.6
John Gatins,John Gatins,15.24
Trupti Khamkar,Trupti Khamkar,2.282
Dhruva Padmakumar,Dhruva Padmakumar,0.694
Kishore Sathya,Kishore Sathya,0.5
Niveditha,Niveditha,2.911
Ahsaas Channa,Ahsaas Channa,11.959
Feroz Khan,Feroz Khan,3.395
Monica Dogra,Monica Dogra,4.679
Aasha Pawar,Aasha Pawar,0.6
Kashyap Kapoor,Kashyap Kapoor,1.4
Shivatmika Rajasekhar,Shivatmika Rajasekhar,0.5
Dibyendu Bhattacharya,Dibyendu Bhattacharya,5.183
Pankaj Jha,Pankaj Jha,1.646
Shalini Mohan,Shalini Mohan,0.6
Huma Qureshi,Huma Qureshi,25.558
Sridhar Rangayan,Sridhar Rangayan,1.932
Amardeep Jha,Amardeep Jha,3.277
Asit Kumar Sen,Asit Kumar Sen,3.5
Sagar Arya,Sagar Arya,2.205
Sharanya,Sharanya,0.6
Tanaji Galgunde,Tanaji Galgunde,3.588
Mohnish Bahl,Mohnish Bahl,0.6
Joseph Vijay,Joseph Vijay,17.264
Natasha Sinha,Natasha Sinha,0.6
Hetal Gada,Hetal Gada,1.4
Shreya Sharma,Shreya Sharma,0.6
Sumeet Vyas,Sumeet Vyas,8.135
Kaustubh Kumar,Kaustubh Kumar,0.6
Rajesh Jais,Rajesh Jais,2.163
Humaima Malik,Humaima Malik,3.956
Raghavan,Raghavan,3.122
Kiran Raj,Kiran Raj,0.6
Ankit Raaj,Ankit Raaj,0.6
Anil Kapoor,Anil Kapoor,8.058
Bindiya Goswami,Bindiya Goswami,1.905
Manisha Koirala,Manisha Koirala,7.464
Vaidya Advai,Vaidya Advai,0.5
Jyotii Sethi,Jyotii Sethi,1.951
James Spader,James Spader,97.091
Dharmesh Yelande,Dharmesh Yelande,4.445
Rohit Chaudhury,Rohit Chaudhury,0.6
Manasa Radhakrishnan,Manasa Radhakrishnan,3.708
Saahil Prem,Saahil Prem,0.7
Katrina Bowden,Katrina Bowden,20.224
Mahesh Bhosale,Mahesh Bhosale,0.6
Sonia Dhillon,Sonia Dhillon,0.6
Rajat Kaul,Rajat Kaul,0.6
Michael Adamthwaite,Michael Adamthwaite,8.174
Lillete Dubey,Lillete Dubey,10.252
Taranjit Kaur,Taranjit Kaur,2.744
Arjuna Bhalla,Arjuna Bhalla,1.388
Kunal Nayyar,Kunal Nayyar,26.986
Sejal Kumar,Sejal Kumar,0.6
Mahendra Sandhu,Mahendra Sandhu,2.12
Prachi Desai,Prachi Desai,6.052
Andrea Tariang,Andrea Tariang,2.744
Chandreyee Ghosh,Chandreyee Ghosh,0.6
Sendhil Ramamurthy,Sendhil Ramamurthy,32.134
Immaduddin Shah,Immaduddin Shah,0.5
Roger L. Jackson,Roger L. Jackson,8.747
Rao Ramesh,Rao Ramesh,4.029
Bharath Seeni,Bharath Seeni,1.4
Neel Tyagi,Neel Tyagi,0.6
Mona Ambegaonkar,Mona Ambegaonkar,2.581
Ritisha Vijayvargya,Ritisha Vijayvargya,0.5
Vipul Roy,Vipul Roy,0.98
Varun Thakur,Varun Thakur,1.646
Sanjivani Khanvilkar,Sanjivani Khanvilkar,0.5
Purab Kohli,Purab Kohli,3.475
Asrani,Asrani,8.478
Vinod Rawat,Vinod Rawat,0.6
Dinesh Thakur,Dinesh Thakur,2.157
Mehreen Raheel,Mehreen Raheel,1.537
Avani Modi,Avani Modi,1.788
Sapna Bassi,Sapna Bassi,0.5
Mugdha Godse,Mugdha Godse,7.83
Hearty Singh,Hearty Singh,1.38
Priyanshu Painyuli,Priyanshu Painyuli,4.522
Saurabh Saraswat,Saurabh Saraswat,0.6
Hareesh Perumanna,Hareesh Perumanna,2.802
Simran Choudhary,Simran Choudhary,2.102
Aditi Rao Hydari,Aditi Rao Hydari,8.823
Resham Tipnis,Resham Tipnis,2.523
Paras Arora,Paras Arora,1.198
Avinash Raghudevan,Avinash Raghudevan,1.092
Amanda Root,Amanda Root,18.201
Pali Sidhu,Pali Sidhu,0.5
Nigel Akkara,Nigel Akkara,1.03
Rathna Shekar Reddy,Rathna Shekar Reddy,1.017
Inayat Verma,Inayat Verma,1.435
Priyanka Setia,Priyanka Setia,0.828
Rukhsar,Rukhsar,0.6
Aarushi Sharma,Aarushi Sharma,0.6
Bruce McGill,Bruce McGill,22.52
Sai Pallavi,Sai Pallavi,9.685
Baby Maya,Baby Maya,0.5
Shweta Menon,Shweta Menon,5.687
Abhishek Duhan,Abhishek Duhan,1.396
Taranjit Singh,Taranjit Singh,0.5
Priti Sapru,Priti Sapru,0.694
Chiranjit,Chiranjit,0.6
Geetika Tyagi,Geetika Tyagi,2.305
Malika,Malika,6.159
Aparajita Adhya,Aparajita Adhya,5.864
Sanchit Wartak,Sanchit Wartak,0.5
Nizhalgal Ravi,Nizhalgal Ravi,11.038
Akarsh Khurana,Akarsh Khurana,1.4
Monty Sharma,Monty Sharma,0.6
Sujata Kumar,Sujata Kumar,0.6
Jaya Bhaduri,Jaya Bhaduri,5.404
Anmol Limbu,Anmol Limbu,1.4
Shahana Goswami,Shahana Goswami,5.341
Palash Sen,Palash Sen,0.98
Ashwani Kumar,Ashwani Kumar,0.6
Ramesh Bhat,Ramesh Bhat,2.572
S.J. Surya,S.J. Surya,45.805
Dharmajan Bolgatty,Dharmajan Bolgatty,1.67
Bubbles Sabharwal,Bubbles Sabharwal,0.5
Milind Shirole,Milind Shirole,0.5
Gazala Amin,Gazala Amin,0.5
Arjunan,Arjunan,6.033
Rashi Mal,Rashi Mal,1.77
Aakash Dahiya,Aakash Dahiya,2.664
Achint Kaur,Achint Kaur,1.586
Barun Sobti,Barun Sobti,6.29
Danish Pandor,Danish Pandor,2.023
Vidya Balan,Vidya Balan,21.407
Arun Aseng,Arun Aseng,0.6
Sanjay Mone,Sanjay Mone,1.052
Suresh Menon,Suresh Menon,6.909
Asheesh Kapur,Asheesh Kapur,1.342
Hridaynath Jadhav,Hridaynath Jadhav,0.5
Angela Sarafyan,Angela Sarafyan,18.633
Mithra Kurian,Mithra Kurian,1.851
David Holt,David Holt,8.478
Jeremy Renner,Jeremy Renner,31.292
Shubham Chintamani,Shubham Chintamani,0.5
Prasanna Ketkar,Prasanna Ketkar,1.548
Mahavir Shah,Mahavir Shah,1.4
Deepa Sahi,Deepa Sahi,2.211
Smita Shewale,Smita Shewale,0.6
Kabir Sadanand,Kabir Sadanand,1.4
Abhay Mahajan,Abhay Mahajan,1.684
Deepali Pansare,Deepali Pansare,1.22
Daniel Bacon,Daniel Bacon,34.729
Esha Gupta,Esha Gupta,16.792
Rahul Jungral,Rahul Jungral,0.6
Tiffany Mulheron,Tiffany Mulheron,10.287
Sarah Thompson,Sarah Thompson,14.034
Rajesh Khanna,Rajesh Khanna,4.333
Poonam Kaur,Poonam Kaur,2.188
Priyanka Bose,Priyanka Bose,10.822
Emraan Hashmi,Emraan Hashmi,8.687
John Hawkes,John Hawkes,31.77
Shray Rai Tiwari,Shray Rai Tiwari,0.6
S I Neelambari,S I Neelambari,0.5
Chenthu Mohan,Chenthu Mohan,0.5
P. Jairaj,P. Jairaj,2.611
Ali Asghar,Ali Asghar,0.7
Pinchoo Kapoor,Pinchoo Kapoor,2.494
Rakesh Bapat,Rakesh Bapat,0.817
Anuraag Arora,Anuraag Arora,1.584
Rajesh Vivek,Rajesh Vivek,3.641
Raaj Kumar,Raaj Kumar,2.979
Tridha Choudhury,Tridha Choudhury,6.186
Hemanth Mahaur,Hemanth Mahaur,0.5
Shabbir Khan,Shabbir Khan,0.6
Raja Krishnamoorthy,Raja Krishnamoorthy,3.623
Indrajit Sinha,Indrajit Sinha,0.5
Archana Puran Singh,Archana Puran Singh,12.066
Smiley Suri,Smiley Suri,0.6
Kenny Basumatary,Kenny Basumatary,1.03
Sethulekshmi Amma,Sethulekshmi Amma,0.5
Karan Suchak,Karan Suchak,0.6
Keith Wickham,Keith Wickham,3.963
Kishori Shahane,Kishori Shahane,4.21
Vivan Bhatena,Vivan Bhatena,4.929
Chetan Chitnis,Chetan Chitnis,0.6
Rakshan,Rakshan,1.454
Anisha Ambrose,Anisha Ambrose,3.91
Nana Patekar,Nana Patekar,9.662
Parthveer Shukla,Parthveer Shukla,0.5
Krisha Kurup,Krisha Kurup,3.326
Tanvi Azmi,Tanvi Azmi,2.693
Hugh Jackman,Hugh Jackman,45.257
Ben Kingsley,Ben Kingsley,38.039
Maya Sarao,Maya Sarao,2.685
Atharva,Atharva,1.4
Roshini,Roshini,0.6
J. Mahendran,J. Mahendran,4.664
Siddarth,Siddarth,1.038
Ayub Khoso,Ayub Khoso,2.639
Vaibhav Reddy,Vaibhav Reddy,5.108
Krishang Trivedi,Krishang Trivedi,0.5
Fiona Hardingham,Fiona Hardingham,1.793
Nikhil Dwivedi,Nikhil Dwivedi,11.273
Akhilendra Mishra,Akhilendra Mishra,4.059
Ashay Chitre,Ashay Chitre,0.656
Tejaswini Kolhapure,Tejaswini Kolhapure,1.045
Amrita Singh,Amrita Singh,13.629
Mehul Buch,Mehul Buch,0.702
Jordan Sandhu,Jordan Sandhu,1.763
Om Puri,Om Puri,10.771
Yama Gilgamesh,Yama Gilgamesh,1.22
Bharat Kaul,Bharat Kaul,1.666
Durgesh Kumar,Durgesh Kumar,0.6
Tanushree Dutta,Tanushree Dutta,3.039
Gulshan Bawra,Gulshan Bawra,1.166
Simrat Kaur,Simrat Kaur,15.777
Pallas Prajapati,Pallas Prajapati,0.6
Manikandan,Manikandan,0.6
V.M. Badola,V.M. Badola,0.6
Arun Shekher,Arun Shekher,0.5
Gargi Datar,Gargi Datar,0.6
Tahir Raj Bhasin,Tahir Raj Bhasin,4.728
Bharati Achrekar,Bharati Achrekar,1.298
Shavendra Mahal,Shavendra Mahal,0.6
Amitabha Bhattacharjee,Amitabha Bhattacharjee,0.5
Anita Kanwar,Anita Kanwar,2.08
Christel Das,Christel Das,0.5
Ravindra Mankani,Ravindra Mankani,1.676
Gurpreet Kaur Bhangu,Gurpreet Kaur Bhangu,2.519
Devendra Gaikwad,Devendra Gaikwad,0.644
Meenakshi Sheshadri,Meenakshi Sheshadri,0.6
Kapil Punjabi,Kapil Punjabi,0.6
Karan Tiwana,Karan Tiwana,0.5
Dillon Mitra,Dillon Mitra,2.188
Zayed Khan,Zayed Khan,4.657
Hrishitaa Bhatt,Hrishitaa Bhatt,6.729
Pramod Pathak,Pramod Pathak,1.96
Shweta Kumar,Shweta Kumar,2.744
Kharaj Mukherjee,Kharaj Mukherjee,6.751
Pearle Maaney,Pearle Maaney,2.273
Geeta Bisht,Geeta Bisht,0.6
Neha Rathanakaran,Neha Rathanakaran,0.6
Jehan Manekshaw,Jehan Manekshaw,0.629
Sukhjinder Shera,Sukhjinder Shera,1.048
Nikhil Bhagat,Nikhil Bhagat,0.6
Gautam Kurup,Gautam Kurup,0.6
Kate Higgins,Kate Higgins,17.436
Mousam,Mousam,2.149
Yahya Abdul-Mateen II,Yahya Abdul-Mateen II,10.537
Smita Malhotra,Smita Malhotra,0.5
Virginia Rodriguez,Virginia Rodriguez,1.62
Johny Antony,Johny Antony,4.865
Deep Raj Rana,Deep Raj Rana,3.436
Ashok Shinde,Ashok Shinde,0.6
Rupinder Roopi,Rupinder Roopi,0.5
Atul Mahale,Atul Mahale,0.6
Revathy,Revathy,0.6
Nilesh Diwekar,Nilesh Diwekar,0.6
Piyush Raina,Piyush Raina,0.6
Humayun Shams Khan,Humayun Shams Khan,0.5
Nithin George,Nithin George,0.6
Sindbad Phgura,Sindbad Phgura,0.5
Enshon Lamare,Enshon Lamare,0.6
Bhargavi Chirmuley,Bhargavi Chirmuley,0.6
Saira Banu,Saira Banu,5.486
Minissha Lamba,Minissha Lamba,5.787
Aanand Kale,Aanand Kale,0.6
Padmanabh Bind,Padmanabh Bind,0.6
Ayra,Ayra,3.067
Rajiv Gupta,Rajiv Gupta,20.201
Sanjay Bhatia,Sanjay Bhatia,1.4
Sooraj Tapar,Sooraj Tapar,0.5
Sanah Kapur,Sanah Kapur,1.689
Manpneet Grewal,Manpneet Grewal,0.6
Ishita Haria,Ishita Haria,0.5
P. Samuthirakani,P. Samuthirakani,7.023
Sargun Mehta,Sargun Mehta,6.969
Raghav Dutt,Raghav Dutt,0.6
Sumit Suri,Sumit Suri,0.6
Meera Krishnan,Meera Krishnan,1.333
Palash Kamble,Palash Kamble,0.6
Ritwik Bhaumik,Ritwik Bhaumik,0.5
Manchindra Kamble,Manchindra Kamble,0.5
Shardul Bhardwaj,Shardul Bhardwaj,1.669
Suyog Rajendra Gorhe,Suyog Rajendra Gorhe,0.5
Barry John,Barry John,0.768
Sandhanam,Sandhanam,0.6
Girish Kulkarni,Girish Kulkarni,3.303
Manava Naik,Manava Naik,0.6
Neenasam Ashwath,Neenasam Ashwath,0.969
Sammir Dattani,Sammir Dattani,4.341
Shikha Shalu Varma,Shikha Shalu Varma,0.5
Vivek Mishra,Vivek Mishra,1.539
Kichu Tellus,Kichu Tellus,2.094
Masaba Gupta,Masaba Gupta,1.566
Shrikant Verma,Shrikant Verma,1.527
Ayesha Singh,Ayesha Singh,1.778
Yamini Singh,Yamini Singh,0.6
Munivenkatapa,Munivenkatapa,0.6
Nassar,Nassar,9.687
Mohd Samad,Mohd Samad,1.646
Sharib Hashmi,Sharib Hashmi,7.89
Saghar Sehrai,Saghar Sehrai,0.5
John Cleese,John Cleese,28.664
Amol Parashar,Amol Parashar,2.843
Amruta Subhash,Amruta Subhash,5.311
Raashul Tandon,Raashul Tandon,1.833
Ananya Chatterjee,Ananya Chatterjee,2.057
Rahul Kumar,Rahul Kumar,0.6
Varun Bandola,Varun Bandola,0.5
Sadashiv Amrapurkar,Sadashiv Amrapurkar,2.845
Pakoda Pandi,Pakoda Pandi,2.188
Jimmy Moses,Jimmy Moses,0.892
Vivek Gomber,Vivek Gomber,1.778
Archana Kotwal,Archana Kotwal,0.6
Tinnu Anand,Tinnu Anand,6.734
Aditya Raj Sharma,Aditya Raj Sharma,0.5
Hiten Tejwani,Hiten Tejwani,8.635
Baba Brahmbhatt,Baba Brahmbhatt,0.5
Sahil Joshi,Sahil Joshi,0.5
Deepak Shirke,Deepak Shirke,1.413
Rakesh Bedi,Rakesh Bedi,6.024
Sohrab Ardeshir,Sohrab Ardeshir,1.96
Arun Nalawade,Arun Nalawade,2.116
Gurdip Kohli,Gurdip Kohli,1.38
Sunitha,Sunitha,2.435
Sarvajith Santosh Sivan,Sarvajith Santosh Sivan,0.6
Sushmita Mukherjee,Sushmita Mukherjee,5.961
Nirupa Roy,Nirupa Roy,3.529
Dally Daljit,Dally Daljit,0.5
Malaika Arora,Malaika Arora,9.006
Rahasya Gorak,Rahasya Gorak,0.656
Imaaduddin Shah,Imaaduddin Shah,2.207
Simran Natekar,Simran Natekar,1.4
Jo Wyatt,Jo Wyatt,7.452
Ravi Khanwilkar,Ravi Khanwilkar,0.6
Sandesh Jadhav,Sandesh Jadhav,0.6
Rajan Bhise,Rajan Bhise,0.5
Dulquer Salmaan,Dulquer Salmaan,13.935
Parvin Dabas,Parvin Dabas,2.982
Krithi Shetty,Krithi Shetty,15.298
Ramesh Deo,Ramesh Deo,2.4
Makarand Shukla,Makarand Shukla,0.6
Anil Nedumangad,Anil Nedumangad,3.093
Seema Kaushal,Seema Kaushal,2.08
Priyanka Chopra Jonas,Priyanka Chopra Jonas,20.886
Jairam Kulkarni,Jairam Kulkarni,0.6
Sayani Gupta,Sayani Gupta,6.726
Reeth Mazumder,Reeth Mazumder,0.6
Ronit Roy,Ronit Roy,10.64
Tim Blake Nelson,Tim Blake Nelson,13.539
Shahid Kapoor,Shahid Kapoor,14.262
Bhavani Sre,Bhavani Sre,3.568
Manju Chettri,Manju Chettri,0.5
Rebecca Santhosh,Rebecca Santhosh,0.6
Madhu Sapre,Madhu Sapre,1.4
Soma Bhatia,Soma Bhatia,2.336
Razak Khan,Razak Khan,3.784
Anurag Arora,Anurag Arora,0.5
Murli Sharma,Murli Sharma,8.268
Gaurav Sharma,Gaurav Sharma,1.4
Rohit Bakshi,Rohit Bakshi,0.6
Rambha,Rambha,8.818
Madhavi Singh,Madhavi Singh,0.6
Devyani Cm,Devyani Cm,0.6
Manoj K. Jayan,Manoj K. Jayan,3.492
Vijay Crishna,Vijay Crishna,0.838
Jagapathi Babu,Jagapathi Babu,2.877
Priya Anand,Priya Anand,8.762
Sajitha Madathil,Sajitha Madathil,1.169
Prabhu Mundkur,Prabhu Mundkur,0.624
Smaran Sahu,Smaran Sahu,0.6
Nandu,Nandu,0.6
Manasi Salvi,Manasi Salvi,1.22
Satoru Kawaguchi,Satoru Kawaguchi,1.372
Mukesh Tiwari,Mukesh Tiwari,10.818
Maanvi Gagroo,Maanvi Gagroo,4.792
Vinod Ramani,Vinod Ramani,0.6
Rupa Tamang,Rupa Tamang,0.6
Harsh Chhaya,Harsh Chhaya,3.272
Deepti Naval,Deepti Naval,12.203
Madonna Sebastian,Madonna Sebastian,5.611
Chandrachoor Rai,Chandrachoor Rai,2.72
Arman Kohli,Arman Kohli,1.597
Ramanathan,Ramanathan,0.6
Anjana Mumtaz,Anjana Mumtaz,6.926
Urmila Kanitkar,Urmila Kanitkar,0.5
Ram Kapoor,Ram Kapoor,13.097
Adrian Knight Jesly,Adrian Knight Jesly,0.6
Ananya Nagalla,Ananya Nagalla,1.221
Rima Kallingal,Rima Kallingal,2.784
Hema Singh,Hema Singh,0.6
Saif Ali Khan,Saif Ali Khan,24.139
Poonam Mathur,Poonam Mathur,1.108
Raj Bhansali,Raj Bhansali,5.384
Devdutt Pattanaik,Devdutt Pattanaik,0.6
Dhanesh Anand,Dhanesh Anand,0.652
Vikram Prabhu,Vikram Prabhu,8.686
Anurag Kashyap,Anurag Kashyap,4.881
Nayan Shukla,Nayan Shukla,0.84
Harman Virk,Harman Virk,0.5
Vikas Verma,Vikas Verma,2.23
Julian McMahon,Julian McMahon,28.302
Tenzin Dalha,Tenzin Dalha,0.6
Aadhya Anand,Aadhya Anand,7.997
Rajit Kapoor,Rajit Kapoor,10.23
Rajeshwari,Rajeshwari,0.6
Mohit Nain,Mohit Nain,0.6
Alan Tudyk,Alan Tudyk,52.012
Aditya Seal,Aditya Seal,10.878
Kulappulli Leela,Kulappulli Leela,5.503
Akash Khurana,Akash Khurana,2.95
Rakesh Srivastava,Rakesh Srivastava,1.392
Gagan Arora,Gagan Arora,0.84
Hari,Hari,1.024
Anirudh Agarwal,Anirudh Agarwal,3.408
Sameer Dharmadhikari,Sameer Dharmadhikari,3.6
Santhanam,Santhanam,7.444
Jagpal Singh Chahal,Jagpal Singh Chahal,0.5
Rahul Bagga,Rahul Bagga,3.352
Ali Mir,Ali Mir,0.98
Aditi Mittal,Aditi Mittal,1.215
Victor Banerjee,Victor Banerjee,17.115
Rathaa Krishnan P.,Rathaa Krishnan P.,0.5
Delnaaz Paul,Delnaaz Paul,3.678
Ambrish Saxena,Ambrish Saxena,1.092
Hugh Bonneville,Hugh Bonneville,31.03
Harish Patel,Harish Patel,10.744
Neha Uberoi,Neha Uberoi,0.5
Tejaswini Pandit,Tejaswini Pandit,4.729
D P Ghani,D P Ghani,0.5
Prakash Bare,Prakash Bare,2.674
Arjan Bajwa,Arjan Bajwa,5.086
Shalini Vatsa,Shalini Vatsa,1.105
Bholaraj Sapkota,Bholaraj Sapkota,0.6
Chunky Pandey,Chunky Pandey,8.733
Amarjeet Amle,Amarjeet Amle,0.5
V.K. Sriraman,V.K. Sriraman,1.726
Mohit Raina,Mohit Raina,9.608
Deepali Suryakant Badekar,Deepali Suryakant Badekar,0.649
Arun Bali,Arun Bali,4.484
Jayakumar,Jayakumar,0.771
Kuldeep Sodha,Kuldeep Sodha,0.6
Ehsan Khan,Ehsan Khan,0.84
Mukesh Khanna,Mukesh Khanna,6.155
Arvinder Bhatti,Arvinder Bhatti,1.02
Veena Gaud,Veena Gaud,0.5
Satyaraj,Satyaraj,8.02
Sarathbabu,Sarathbabu,0.5
Riya Sen,Riya Sen,6.16
Prasad Oak,Prasad Oak,1.908
Sidhartha Maadhyamika,Sidhartha Maadhyamika,0.629
Vikram Sakhalkar,Vikram Sakhalkar,0.6
Jaywant Wadkar,Jaywant Wadkar,1.418
Shabbir Ahluwalia,Shabbir Ahluwalia,2.513
Lilliput,Lilliput,1.153
Shreedhar Dubey,Shreedhar Dubey,0.6
Mahesh Balraj,Mahesh Balraj,3.126
Kali Prasad Mukherjee,Kali Prasad Mukherjee,3.116
Twinkle Khanna,Twinkle Khanna,4.228
Shubhankar Atre,Shubhankar Atre,0.6
Dinesh Mehta,Dinesh Mehta,0.6
Nandhan Unni,Nandhan Unni,0.98
Akshay Sachdev,Akshay Sachdev,0.828
Jayesh More,Jayesh More,1.15
Swara Bhasker,Swara Bhasker,2.215
Rannvijay Singh,Rannvijay Singh,9.644
Zohra Sehgal,Zohra Sehgal,4.934
Kubbra Sait,Kubbra Sait,6.556
Rituparna Sengupta,Rituparna Sengupta,8.939
Rajni Basumatary,Rajni Basumatary,1.018
Arbaz Shaikh,Arbaz Shaikh,0.5
Kajal Aggarwal,Kajal Aggarwal,13.06
Aarif Rahman,Aarif Rahman,8.039
