x,y,cluster_labels,movie_titles,overview,production_countries,release_date,Doc_ID,centroid,x_centroid,y_centroid,distance_to_centroid,topic_strings
-10.742478,-6.274333,2,The Strangers,"Kristen and James are expecting a relaxing weekend at a family vacation home, but their stay turns out to be anything but peaceful. First, a mysterious and dangerous woman arrives at the door while James is out on an errand. When he returns, he accidentally kills his friend Mike, mistaking him for an intruder. And then real danger does show up -- in the form of three masked torturers, leaving Kristen and James struggling for survival.",['United States of America'],2008-05-29,478,2_centroid,-18.429504,5.386235,13.966361,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-26.541296,9.794892,2,I Am Sam,"Sam, a neurodivergent man, has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations as a parent start to become a problem and the authorities take her away. Sam convinces high-priced lawyer Rita to take his case pro bono and in turn teaches her the value of love and family.",['United States of America'],2001-12-28,636,2_centroid,-18.429504,5.386235,9.232411,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-22.38726,14.16791,2,Piercing,"After kissing his wife and baby goodbye for a seemingly normal business trip, Reed checks himself into a hotel room to accomplish something he’s always dreamed of: the perfect murder. As his sinister plans unfold, he soon realizes he might be in over his head with a mysteriously unhinged call girl named Jackie.","['France', 'United States of America']",2018-12-13,1400,2_centroid,-18.429504,5.386235,9.632322,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-21.880318,5.262481,2,Locksmith’s Debt,"After his father’s death, poor Berhudar is left dealing with his father’s huge debt to the mob. In one of his many attempts to find a way out of his problem, he meets Ezel. He hopes she will help him get out of the mess he is in. Little does he know the she’s dealing with a very similar trouble...",['Turkey'],2016-04-08,2085,2_centroid,-18.429504,5.386235,3.4530315,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-12.305225,-5.986159,2,GAME,"A high school teenager named Nabiel who is already late for school tries to return to his house to pick up the homework he left behind. But it was a trap, Nabiel's childhood friend Mansur. He wants to take revenge on Nabiel for what Nabiel did to him as a child.",[],2023-09-28,2507,2_centroid,-18.429504,5.386235,12.916584,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-26.133844,1.8661005,2,Jinxed,"Meet the Murphys, a family with never ending bad luck. ""Anything that can go wrong, will go wrong,"" it's Murphy's law! Over a century ago a witch put a magical curse on their great-great grandfather and the whole family has been jinxed for generations! After Meg Murphy (played by Big Time Rush's Ciara Bravo) and her family's house is destroyed in yet another freak accident, the family moves into their grandfather's house in Harvest Hills. In a not-so-strange case of bad luck, Meg's nemesis Ivy is also spending the summer in town. But things start to look up, kind of, when Meg meets a local boy named Brett and he casts another spell on her, a love spell that is! With help from her brother Charlie, Meg more determined than ever, must break the hex on her catastrophically cursed family! Watch this doomed teen try for a normal existence in a world full of hijinks!",[],2013-11-29,2647,2_centroid,-18.429504,5.386235,8.470431,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-6.972721,14.462228,2,Love for Sale,"Trey is a young deliveryman who can't seem to catch a break. His whole life is a shambles - no money for college and no game to attract the ladies. After a failed attempt to get together with the girl of his dreams, Trey gets caught up by a seductive older woman who pays for his ""personal delivery services."" He's having the time of his life - at first, but this deceptively ideal situation soon sends his life spinning out of control!",['United States of America'],2008-02-09,2733,2_centroid,-18.429504,5.386235,14.616139,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-4.0184083,1.7883246,2,Sextuplets,"Father-to-be Alan is shocked to learn that he was born a sextuplet. With his newfound brother Russell riding shotgun, the duo sets out on a hilarious journey to reunite with their remaining long-lost siblings.",['United States of America'],2019-08-16,2842,2_centroid,-18.429504,5.386235,14.853439,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-28.049246,6.1336856,2,My Babysitter's a Vampire,"Geeky 14-year old Ethan is left to babysit his younger sister, Jane, with his best friend Benny but after Ethan inadvertently puts Jane in harm's way, his parents hire a professional babysitter, the beautiful yet mysterious 17-year-old Sarah who, unbeknownst to them, is actually a fledgling vampire.",['Canada'],2010-10-09,3581,2_centroid,-18.429504,5.386235,9.648736,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-17.848215,-4.961451,2,My Suicide,"After declaring that he's going to film himself committing suicide for a school project, Archie videotapes his surprising interactions with worried family members, interested classmates, unreliable medical experts and the hottest girl in school.",[],2009-02-07,3675,2_centroid,-18.429504,5.386235,10.364001,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-22.976206,11.480443,2,Stereo,"Erik has is own motorbike workshop in a sleepy little town. He may have the telling word ‘scoundrel’ tattooed onto his lower arm but he nonetheless creates an impression of a well-behaved average Joe. His relationship with his girlfriend Julia is going well and her daughter Linda is very fond of her new Dad. But then all of a sudden the mysterious Henry appears and begins following him about like a sinister shadow. The more Erik tries to shake off his diabolical guest the more Henry intrudes into his life. But then when a violent gangster named Keitel enters the fray and threatens not only Erik but Julia and Linda, Erik’s seemingly ideal world begins to run off the rails.",['Germany'],2014-05-15,4536,2_centroid,-18.429504,5.386235,7.603411,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-26.081554,10.00323,2,As Good as It Gets,"Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",['United States of America'],1997-12-19,5011,2_centroid,-18.429504,5.386235,8.937031,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-7.5299153,4.413605,2,Breaking Free,"When troubled, cynical teen Rick chooses service at a camp for the blind over serving time at a correctional facility, he thinks he's found the easy way out. Instead, it's the way to a new life. Friendship. Step by step, as Rick helps a blinded Gymnast rediscover the joys of competition through equestrian show jumping, they begin to take control of the most important journey of all... a journey called life.",['United States of America'],1995-09-02,5165,2_centroid,-18.429504,5.386235,10.9429,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-24.832005,-0.59637827,2,Brick,"After a phone call from his ex-girlfriend, teenage loner Brendan Frye learns that her dead body was found. Vowing to solve her murder himself, he must infiltrate high-school cliques that he previously avoided. His search for the truth brings him before some of the school’s roughest characters.",['United States of America'],2006-03-31,5171,2_centroid,-18.429504,5.386235,8.7626295,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-26.453394,9.702468,2,Heartthrob,"Sam Maddox, a troubled girl whose father committed suicide, has earned a reputation at her high school for being a bit promiscuous. When Sam begins seeing brilliant, MIT-bound Henry Sinclair, the two opposites really attract. Although Sam doesn't realize it, Henry is in the grip of an insane romantic obsession, and he will kill anyone who tries to put an end to his star-crossed - and increasingly deadly - romance.",['United States of America'],2017-10-10,5655,2_centroid,-18.429504,5.386235,9.111129,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-24.096193,9.066735,2,Here Is Harold,"For over 40 years, Harold has been running a successful business, Lunde Furniture, together with his wife, Marny. This comes to an end when IKEA decides to open a new superstore right next door to Harolds small furniture shop. Harold and Marny lose both their shop and their home to the bank, and to make matter worse, Marny is starting to lose her memory. In mounting anger and desperation, Harold wants revenge. He arms himself with a pistol, gets into his old Saab, and sets off for lmhult, Sweden, to kidnap his nemesis, the founder of IKEA, Ingvar Kamprad.",['Norway'],2014-10-31,5661,2_centroid,-18.429504,5.386235,6.757029,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-24.096104,9.066732,2,Here Is Harold,"For over 40 years, Harold has been running a successful business, Lunde Furniture, together with his wife, Marny. This comes to an end when IKEA decides to open a new superstore right next door to Harolds small furniture shop. Harold and Marny lose both their shop and their home to the bank, and to make matter worse, Marny is starting to lose her memory. In mounting anger and desperation, Harold wants revenge. He arms himself with a pistol, gets into his old Saab, and sets off for lmhult, Sweden, to kidnap his nemesis, the founder of IKEA, Ingvar Kamprad.",['Norway'],2014-10-31,5664,2_centroid,-18.429504,5.386235,6.7569523,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-14.708929,-6.283752,2,Last Ferry,"When a young gay lawyer arrives on Fire Island to explore his sexuality, he becomes witness to a murder after being drugged. A stranger helps him to safety, but he soon discovers his saviour is friends with the killer.",['United States of America'],2019-10-31,5922,2_centroid,-18.429504,5.386235,12.248725,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-21.969986,5.198875,2,Love Rain,"After spending money like there is no tomorrow, Gab's parents decide to teach him a lesson by no longer sending him money. With no cash in hand, Gab is forced to work as a part time cashier at a convenient store. While there, he stumbles upon Som, at the same time every night. After finding her in a wet suit in the store, Gab learns that Som has been following him and that only he can communicate with her. Wanting to know what happened to her, Gab sets out to investigate Som's life and figure out how to help her.",['Thailand'],2018-09-14,5982,2_centroid,-18.429504,5.386235,3.5454354,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-28.04927,6.1337023,2,My Babysitter's a Vampire,"Geeky 14-year old Ethan is left to babysit his younger sister, Jane, with his best friend Benny but after Ethan inadvertently puts Jane in harm's way, his parents hire a professional babysitter, the beautiful yet mysterious 17-year-old Sarah who, unbeknownst to them, is actually a fledgling vampire.",['Canada'],2010-10-09,6179,2_centroid,-18.429504,5.386235,9.648762,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-24.1283,4.304743,2,Our House,Ethan is suffering enormous guilt after his parents are killed in a car accident. He quits a promising future at MIT and work on a revolutionary experiment in order to care for his younger siblings.,"['Canada', 'Germany']",2018-07-27,6276,2_centroid,-18.429504,5.386235,5.800508,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-24.844938,9.278429,2,Runaway Bride,"Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly.",['United States of America'],1999-07-30,6477,2_centroid,-18.429504,5.386235,7.5037966,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-6.216261,4.464256,2,Strictly Ballroom,"Brave new steps put Scott's career in jeopardy. With a new partner and determination, can he still succeed?",['Australia'],1992-08-20,6622,2_centroid,-18.429504,5.386235,12.247994,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-25.296272,5.423307,2,Take Me Home Tonight,"Recent MIT grad Matt Franklin should be well on his way to a successful career at a Fortune 500 company, but instead he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori, walks in and invites him to an end-of-summer party. With the help of his twin sister and his best friend, Matt hatches a plan to change the course of his life.","['Germany', 'United States of America']",2011-03-04,6677,2_centroid,-18.429504,5.386235,6.866868,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-21.614674,14.446518,2,The Company Men,"Bobby Walker lives the proverbial American dream: great job, beautiful family, shiny Porsche in the garage. When corporate downsizing leaves him and two co-workers jobless, the three men are forced to re-define their lives as men, husbands and fathers.",['United States of America'],2010-10-21,6764,2_centroid,-18.429504,5.386235,9.603854,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-10.855655,-3.5908701,2,The Thief and the Fool,"A foolish man down on his luck is befriended by another man who lost his eye in a brawl. Little does he know that his new, one-eyed friend is scheming to steal his eye and has enlisted the help of his nurse friend (Ruby), who works in an organ-trading hospital.",['Egypt'],2013-05-22,7024,2_centroid,-18.429504,5.386235,11.74528,"jonas, zach, marny, shonzi, nabiel, dane, ikea, gene, furniture, erik"
-28.508837,-2.4376142,45,Howl's Moving Castle,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.",['Japan'],2004-09-09,44,45_centroid,-28.212091,9.578511,12.01979,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-25.597008,1.2472597,45,Labyrinth,"When teen Sarah is forced to babysit her half-brother Toby, she summons Jareth the Goblin King to take him away. When he is actually kidnapped, Sarah is given just thirteen hours to solve a labyrinth and rescue him.","['United Kingdom', 'United States of America']",1986-06-27,99,45_centroid,-28.212091,9.578511,8.732034,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-32.466297,0.35615072,45,Good Girl Gone Bad,"West Germany, 1983. Seventeen-year-old Ursula wants it all and is thus too much, although all she's looking for is love. Enter Siegfried Grimm, the charismatic new teacher who finally recognizes Ursula's true potential. She falls for him, head over heels. A pity that Grimm sexually liberates the entire village - except Ursula. While the Grimm acolytes fight for the favor of their idol, Ursula resorts to more radical measures. Whatever it takes, she'll get back at Grimm.",['Germany'],2019-09-05,200,45_centroid,-28.212091,9.578511,10.156289,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-26.064701,18.638075,45,Mother's Day,"Nina, a former NATO special operations agent living in hiding, has to use all her deadly skills to rescue her son who has been kidnapped by ruthless gangsters. Finding Max is a double opportunity for her. A chance to feel the adrenaline rush again, and an opportunity to get back into the life of the son she had to abandon years ago.",['Poland'],2023-05-24,453,45_centroid,-28.212091,9.578511,9.310584,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-33.686268,-3.3489764,45,Awake,"After a sudden global event wipes out all electronics and takes away humankind’s ability to sleep, chaos quickly begins to consume the world. Only Jill, an ex-soldier with a troubled past, may hold the key to a cure in the form of her own daughter. The question is, can Jill safely deliver her daughter and save the world before she herself loses her mind.",['United States of America'],2021-06-09,585,45_centroid,-28.212091,9.578511,14.038752,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-31.667717,-3.901943,45,Eden,"It follows Marina, a young girl that has been trying to escape the ghosts that follow her after a tragic event. She goes to Edén, a clandestine company located in the middle of nature to put an end to her suffering.",['Spain'],2022-10-28,665,45_centroid,-28.212091,9.578511,13.916322,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-19.738335,13.554895,45,The Day I Lost My Shadow,"It is winter in Damascus. Sana, with her eight-year-old son, is living alone while her husband works in Saudi Arabia. When Sana runs out of gas to cook or warm the house, she takes a day off to find a gas cylinder. From there begins a trip into the surroundings of Damas, where Sana finds herself brutally confronted with the effects of war.","['France', 'Lebanon', 'Qatar', 'Syrian Arab Republic']",2019-09-28,678,45_centroid,-28.212091,9.578511,9.360352,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-24.231241,1.5872666,45,Sleight,"A young street magician is left to take care of his little sister after his mother's passing and turns to drug dealing in the Los Angeles party scene to keep a roof over their heads. When he gets into trouble with his supplier, his sister is kidnapped and he is forced to rely on both his sleight of hand and brilliant mind to save her.",['United States of America'],2016-04-28,697,45_centroid,-28.212091,9.578511,8.927887,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-31.554594,1.3715246,45,The Lovely Bones,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.","['United Kingdom', 'New Zealand', 'United States of America']",2009-12-26,769,45_centroid,-28.212091,9.578511,8.861544,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-29.528795,3.9607985,45,How to Be Really Bad,"The life of 14-year-old Lilith is similar to that of a normal teenager, but there is a peculiarity: she is the daughter of the devil and lives with him in hell. Because she is totally bored there and also wants to have fun and explore the world, she makes a pact with her father: she is allowed to go to earth for a week - but she has to convert a good person to evil there. If she succeeds in this challenge, she may stay on earth forever, otherwise she'll be waving a hell of a boring job in the bookkeeping of the underworld.",['Germany'],2018-06-28,987,45_centroid,-28.212091,9.578511,5.7699575,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-28.057177,4.9961133,45,Rocks,"15-year-old Rocks fears that she and her little brother Emmanuel will be taken into care and forced apart if anyone finds out that their mother has left them. Against all odds, and with the help of her loyal friends, she evades the authorities and navigates the most defining days of her young life.",['United Kingdom'],2019-09-05,1085,45_centroid,-28.212091,9.578511,4.585016,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-35.698666,-3.1860619,45,Double Dad,"While her mom is away, a teen sneaks out of the hippie commune where she lives and embarks on a life-changing adventure to discover who her father is.",['Brazil'],2021-01-15,1114,45_centroid,-28.212091,9.578511,14.798079,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-29.502266,4.1465106,45,Case 39,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.","['Canada', 'United States of America']",2009-08-13,1140,45_centroid,-28.212091,9.578511,5.583116,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-35.08712,11.557806,45,7 Things To Do Before I'm 30,"Lori Madison is a young woman turning 30 who returns to her Colorado hometown and discovers a childhood list of seven things to do before she turned 30, and finds that she has yet to achieve any of them. So, Lori sets out on a frantic, and humorous quest to accomplish them before her 30th birthday just three weeks away","['Canada', 'United States of America']",2008-01-26,1316,45_centroid,-28.212091,9.578511,7.154273,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-34.64084,-1.3992709,45,Freaks – You're One of Us,"After having a chance encounter with a mysterious character, Wendy, a young working class mother, discovers that she has super powers.",['Germany'],2020-09-02,1643,45_centroid,-28.212091,9.578511,12.721654,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-35.816887,6.041358,45,Heidi,"Heidi, is an eight-year-old Swiss orphan who is given by her aunt to her mountain-dwelling grandfather. She is then stolen back by her aunt from her grandfather to live in the wealthy Sesemann household in Frankfurt, Germany as a companion to Klara, a sheltered, disabled girl in a wheelchair. Heidi is unhappy but makes the best of the situation, always longing for her grandfather.","['Germany', 'Switzerland']",2015-12-10,1666,45_centroid,-28.212091,9.578511,8.387155,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-27.850393,15.0447855,45,In the Dark,"Aspiring artist Ali must rebuild her life after a tragic accident kills her husband and their young child, and leaves her blind. Life in the dark proves to be a daunting task, so, at her doctor's suggestion, she hires a caretaker named Jeff to help her adjust with the transition. Jeff's aid proves to be indispensable, she even meets and quickly befriends her new neighbor, Linda. Before long, she is embroiled in a fight for her life from an obsessive predator. Will she learn to protect herself using her only remaining senses in time to save her life?",['United States of America'],2013-01-12,1762,45_centroid,-28.212091,9.578511,5.4782276,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-36.2478,5.288559,45,Lola Igna,"Lola Igna is a foul-mouthed and stubborn woman who is eager to die but her neighbors are hung up on her winning ""the oldest living grandmother in the world."" Her long-lost great-great-grandson, Tim, is an aspiring vlogger who wants to latch on her now-famous grandma but ends up giving her a new reason to live.",['Philippines'],2019-09-13,1886,45_centroid,-28.212091,9.578511,9.109132,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-27.397886,14.475434,45,Project Papa,"Driven into a state of panic about how quickly her father is growing older, and slowly fading away from the man he used to be, Alisa, a young, busy entrepreneur puts her life on hold, and along with her best friend, they embark upon Project Papa- her quest to fix him and give back what he gave her in abundance- love, memories and time.",[],2018-04-08,1917,45_centroid,-28.212091,9.578511,4.96415,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-28.525528,5.029187,45,18 Presents,"Elisa is only forty when an incurable disease takes her from her husband and their daughter. Before her heart stops, Elisa finds a way to stay close to her: a gift for every birthday up to her adult age, 18 gifts to try to accompany her child's growth year after year.",['Italy'],2020-01-02,2035,45_centroid,-28.212091,9.578511,4.5601087,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-18.763428,19.48796,45,Lady Driver,"When a rebellious teen embarks on a solo summer journey to connect with her roots, she finds herself in a new world, geared up for the ride of her life, and discovers she had the drive in her all along.",['United States of America'],2020-05-02,2068,45_centroid,-28.212091,9.578511,13.69213,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-33.543507,-4.272636,45,The Reliant,"Economic collapse causes widespread rioting and social unrest, leaving a lovesick 19-year-old girl struggling to care for her siblings in a stretch of woods bordered by lawless anarchy, wondering why a good God would let this happen.",['United States of America'],2019-10-24,2098,45_centroid,-28.212091,9.578511,14.841774,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-29.746058,7.071101,45,Unorthodox,"At sixteen, Anna Wexler had broken away from her Orthodox Jewish community in New Jersey, rejecting its religious doctrine and social restrictions, and severing ties to her family. This led to her running away from home, sleeping on the streets, and experimenting with sex and drugs with friends who had also left the Orthodox world. However, after studying in Israel, her friends had a change of heart and returned to the fold. Feeling betrayed, Anna launches a quest to understand their transformation by following three rebellious Jewish teenagers in their yearlong rite-of-passage journey from high school to Israel. Along the way, Anna is forced back to the roots of her own struggle to understand the meaning of faith and the essence of religion and identity.",[],2013-11-10,2213,45_centroid,-28.212091,9.578511,2.9394143,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-32.474594,12.146173,45,Freud Leaving Home,"In this story, the 60th birthday of Cohen-family matriarch Rosha is the occasion for a gathering of her children from the diverse places around the world. The central character in this drama, however, is Angelique, whose interest in psychoanalysis has earned her the nickname of ""Freud."" Her older brother is gay and lives in Florida with his lover. Her older sister has married into an Orthodox family, and lives in Jerusalem. They have all gathered in Sweden for their grandmother's birthday. Meanwhile, Rosha's daughter, the mother of these diverse children, has taken ill and is in the hospital. She has been diagnosed with a very advanced, inoperable brain tumor. Freud, who never left home, is perhaps as upset by this news as anyone, and she startles everyone by going out and beginning an affair with a biker. However, she is deeply involved in the new situation: she insists that their mother be brought home from the hospital rather than being allowed to suffer and die there.","['Sweden', 'Denmark']",1991-11-15,2233,45_centroid,-28.212091,9.578511,4.9761243,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-25.25576,15.3426,45,Azali,"14-year-old Amina from northern Ghana gets sent away to Burkina Faso by her mother to prevent her marriage to an elderly man. However, fate intervenes in the form of kidnappers who bring her to Accra.  What trials and tribulations await Amina in the slums of Accra?  Will she ever find a way to escape?",['Ghana'],2018-10-18,2365,45_centroid,-28.212091,9.578511,6.4780097,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-30.031599,2.3011415,45,Pan's Labyrinth,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.","['Mexico', 'Spain', 'United States of America']",2006-10-10,2450,45_centroid,-28.212091,9.578511,7.501381,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-15.333651,13.963042,45,Erotic Ghost Story,"Three vixens have meditated for 1,000 years to able to shed their animal natures and become human. For the final month of their rigors, they have moved near a village where women pray to a god of fertility. One sister visits the god's temple and thinks lustful thoughts. As she leaves, a priest confronts her, warning of dire consequences and of demons that will try to stop the vixens' transformation. Soon, the youngest sister saves a poor scholar from bandits and becomes enamored of him. Each sister visits him, and before long, the youth has made love to all three. After they invite him to stay with them, the playfulness takes a scary turn. Where can they turn for help?",['Hong Kong'],1990-05-19,2452,45_centroid,-28.212091,9.578511,13.60435,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-18.746685,17.647648,45,Holy Expectations,"With a short life expectancy, a young girl uses faith and her vivid imagination to navigate adversity and create a story that impacts all around her.",[],,2512,45_centroid,-28.212091,9.578511,12.438043,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-29.635376,14.378488,45,The Body Remembers When the World Broke Open,"When Áila encounters a young Indigenous woman, barefoot and crying in the rain on the side of a busy street, she soon discovers that this young woman, Rosie, has just escaped a violent assault at the hands of her boyfriend. Áila decides to bring Rosie home with her and over the course of the evening, the two navigate the aftermath of this traumatic event.","['Canada', 'Norway']",2019-02-10,2575,45_centroid,-28.212091,9.578511,5.006547,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-25.86173,20.976135,45,Elena,"Petra heads to New York in search of her older sister after a long time of being separated. They are both movie actresses and heirs of the wounds of the Brazilian dictatorship. But Petra has only a few clues: home movies, newspaper clippings, a diary...","['United States of America', 'Brazil']",2013-04-11,2811,45_centroid,-28.212091,9.578511,11.637442,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-19.811588,16.07628,45,Unbridled,"Sarah, an abused 16-year-old girl, is sent to a ranch for abuse survivors, and she meets Dreamer, a horse which has also suffered abuse. Together, Sarah and Dreamer overcome terrifying obstacles to find redemption.",[],2019-01-18,2830,45_centroid,-28.212091,9.578511,10.620238,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-19.436428,20.124807,45,Twelve Forever,An enthusiastic young girl who doesn't want to grow up creates a fantastic world for herself where she never has to.,['United States of America'],2015-05-18,2874,45_centroid,-28.212091,9.578511,13.719935,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-36.594406,2.4084365,45,Stranger Things,"Oona, a recent graduate in anthropology, has returned to her dead mother’s seaside cottage in southern England to prepare it for sale. Her arrival disturbs Mani, a wary vagrant who has been squatting on the property.",['United States of America'],2013-04-05,2917,45_centroid,-28.212091,9.578511,11.030557,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-31.695797,-2.523875,45,Pihu,"The social thriller starring a two year-old baby girl. She is living in a home where the adults are going through a complicated phase. Being a toddler, she is occasionally trapped in the accidental situations.",['India'],2018-11-16,2951,45_centroid,-28.212091,9.578511,12.593806,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
-33.799156,-2.9001708,45,I Am Mother,"A teenage girl is raised underground by a robot ""Mother"", designed to repopulate the earth following an extinction event. But their unique bond is threatened when an inexplicable stranger arrives with alarming news.",['Australia'],2019-06-07,2970,45_centroid,-28.212091,9.578511,13.672337,"alia, cryptocurrency, stéphanie, mani, lokesh, unsurprisingly, thiago, bibi, lilith, lars"
